Code article,Désignation,Marque,Modèle,Couleur,Nom fournisseur,Famille,سعر الشراء,Detail - القطاعي - LYD - Lybia,Gros -  الجملة - LYD - Lybia,النوع, مخزن 11 يونيو,مخزن السراج,جنزور
AM0737,دولاب حمام مع حوض وجه 60 سم,سانيتاري ويرز,040,أبيض,شركة النخبة الفريدة لاستيراد مواد البناء,دولاب حمام,740,1200,1200,,1,3,0
ML30748,مرايا حمام مع إضاءة لد ,سانيتاري ويرز,040,,شركة النخبة الفريدة لاستيراد مواد البناء,مراية مضيئة,100,150,140,لاد,1,3,0
ML10752,خلاط حوض وجه اسود,ليسو,YJRU263-B,أسود,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض وجه,105,220,220,مربع,3,1,0
ARSB0758,سماعة دوش مع طوبو أسود,بريمكس,SR117X,كروم,شركة لمسات البناء,سماعة دوش,68,120,120,دائري,4,0,0
CD40762,مسطرة دوش زوجية كروم,سانيتاري ويرز,JR079-29,كروم,دار الخزف للمواد الصحية (11 يونيو),مسطرة دوش,135,250,220,دائري,4,0,0
ML10790,خلاط حوض وجه أسود,سانيتاري ويرز,OM-32B,أسود,شركة النخبة الفريدة لاستيراد مواد البناء,خلاط حوض وجه,230,350,340,دائري,3,1,0
MT30794,خلاط شطاف كروم ,سانيتاري ويرز,OM-108,كروم,شركة النخبة الفريدة لاستيراد مواد البناء,خلاط شطاف,52,90,60,,4,0,0
EG40750,رف كواريون كوارتز 80سم أبيض,سانيتاري ويرز,360-2-1,أبيض,شركة النخبة الفريدة لاستيراد مواد البناء,رف حوض وجه برسلين,220,330,320,دائري,3,1,0
LG40751, حوض كواريون كوارتز80سم أبيض,سانيتاري واير,360-2-1,أبيض,شركة النخبة الفريدة لاستيراد مواد البناء,حوض وجه برسلين,380,800,700,دائري,3,1,0
ML30752,مرايا حمام مع إضاءة لد-عرض60*80 سم,ديولو,360-2-1,,شركة النخبة الفريدة لاستيراد مواد البناء,مراية مضيئة,100,150,110,لاد,3,1,0
PA30443,متر 50 رولينة حديد,فندر,,,محلات الاعتماد (السراج),أدوات القياس والتتبع,76,85,83,,0,4,0
PA30444,متر 100 رولينة قماش ,فندر,,,محلات الاعتماد (السراج),أدوات القياس والتتبع,19.5,40,37,,0,4,0
PE30884,زمالطو ضد الصدأ1كغ أسود,دهانات المدينة مصراتة,,أسود,محلات الاعتماد (السراج),الحديد,13.44,20,19,,0,4,0
AASB30763,فرشاة تنظيف مرحاض رصاصي,سانيتاري ويرز,SG-36,رصاصي,مجموعة الشريف,اكسسوارات,22.5,50,40,دائري,4,0,0
PE30474,شفاط ابيض ,ABM,N6,,شركة البهراء العالمية الحديثة,مثقاب كهربائي,59,140,120,مشبك,0,4,0
ARSB80988,كسكاس دوش دائري 250 مم كروم,توريما,1372-01476-001,كروم,  شركة أجياد ليبيا ,كسكاس دوش,145,250,240,دائري,1,3,0
MDE50504,مطول خلاط شطافة مدفون ,توريما,0191811,كروم,دار الخزف للمواد الصحية (السراج),خلاط دوش مدفون,195,300,290,مربع,4,0,0
MC10770,مجرى 50 سم *8 سم كروم,أكوا دزاين,AD216-50,كروم,شركة المضمونة للبناء,مجرى,265,400,400,مستطيل,2,2,0
PS20513,علاقة مناشف أسود,بريمكس,6100X-60,أسود,نوكسي تركيا,علاقة مناشف,78,185,175,مربع,0,4,0
AASB30517,حاملة ورق منظف كلينكس,ليسو,2698,,دار الخزف للمواد الصحية (السراج),اكسسوارات,38,110,100,,0,4,0
AM0858,دولاب حمام -80 سم,سانيتاري ويرز,9938,أبيض,دار الخزف للمواد الصحية (11 يونيو),دولاب حمام,600,1000,1000,بي في سي,2,2,0
VS10841,حوض وجه معلق -80 سم,سانيتاري واير,9938,أبيض,دار الخزف للمواد الصحية (11 يونيو),حوض وجه معلق,350,700,700,مربع,2,2,0
AB10844,خزانة حمام أبيض ,سانيتاري ويرز,9938,أبيض,دار الخزف للمواد الصحية (11 يونيو),خزانة حمام,150,250,250,بي في سي,2,2,0
LG40861, حوض كواريون كوارتز100سم أبيض,سانيتاري واير,6004,أبيض,شركة النخبة الفريدة لاستيراد مواد البناء,حوض وجه برسلين,500,750,750,دائري,4,0,0
EG40862,رف كواريون كوارتز 100سم أبيض,سانيتاري ويرز,6004,أبيض,دار الخزف للمواد الصحية (11 يونيو),رف حوض وجه برسلين,300,500,500,معلق,4,0,0
EG30882,حوض مطبخ جرانيت بيج78*50 فردي,ب.أمور,Sousse,بيج,بوليمي Bolemi,حوض مطبخ جرانيت,555,880,690,فردي,2,2,0
WP20892,مقعد عربي أبيض61*51,اروزر,,أبيض,شركة بيوت العز لاستيراد مواد بناء,مقعد أرضي,120,220,200,مربع,4,0,0
ARSB80932,شطاف ظغط مربع مع طوبو ذهبي,توريما,1372-03330-028,ذهبي,  شركة أجياد ليبيا ,شطاف,145,250,250,مربع,4,0,0
ARSB80942,وردة خلاط شطاف مدفون كروم,توريما,A2L03890-001,كروم,  شركة أجياد ليبيا ,ملحقات خلاط,85,130,130,مربع,4,0,0
ARSB80943,وردة خلاط دوش مدفون كروم,توريما,A2L04290-001,كروم,  شركة أجياد ليبيا ,ملحقات خلاط,100,150,150,مربع,4,0,0
ARSB80944,يد خلاط  مدفون كروم,توريما,BLOG 0124511,كروم,  شركة أجياد ليبيا ,ملحقات خلاط,55,85,85,مربع,4,0,0
EL10933,حوض مطبخ ستانلس ستيل تحت الرخامة 304 75*44 سم,أسيل,AS237DRAWN,أسود,شركة النخبة الفريدة لاستيراد مواد البناء,حوض مطبخ ستانلس ستيل,595,830,800,فردي,4,0,0
EL10985,حوض مطبخ ستانلس ستيل تحت الرخامة 304 50*40*22 سم,أسيل,359,كروم,شركة النخبة الفريدة لاستيراد مواد البناء,حوض مطبخ ستانلس ستيل,365,600,600,فردي,3,1,0
ME11006,خلاط حوض المطبخ شجرة كروم,فيغاروو,EM-005,كروم,مجموعة الشريف,خلاط حوض المطبخ شجرة,132,250,250,دائري,4,0,0
ARSB81054,اكسسوار خلاط دوش مدفون مربع ذهبي,فيدار,FD-8T0015-R,ذهبي,شركة البهراء العالمية الحديثة,ملحقات خلاط,145,250,250,مربع,4,0,0
ARSB81055,اكسسوار خلاط شطاف مدفون مربع ذهبي ,فيدار,FD-8T0018-R,ذهبي,شركة البهراء العالمية الحديثة,ملحقات خلاط,90,150,150,مربع,4,0,0
AASB30547,رف زاوية كروم,بريمكس,117-2,كروم,شركة لمسات البناء,اكسسوارات,114.7,190,180,,0,4,0
AASB30548,رف زاوية أسود فردي ,بريمكس,12-117,أسود,شركة لمسات البناء,اكسسوارات,112.25,190,180,,0,4,0
VS10571,حوض وجه معلق 60سم,ليسو,1197,أبيض,دار الخزف للمواد الصحية (السراج),حوض وجه معلق,220,400,380,,0,4,0
AB10573,خزانة حمام أبيض ,سانيتاري ويرز,1527,أبيض,دار الخزف للمواد الصحية (السراج),خزانة حمام,300,500,450,بي في سي,0,4,0
AM0574,حوض وجه مع دولاب حمام -60 سم,سانيتاري ويرز,1527,أبيض,دار الخزف للمواد الصحية (السراج),دولاب حمام,600,1000,900,بي في سي,0,4,0
AM40575,مراية دولاب حمام -60 سم ,سانيتاري ويرز,1527,أبيض,دار الخزف للمواد الصحية (السراج),مراية دولاب,150,300,250,بي في سي,0,4,0
ARSB81068,كسكاس دوش مربع 300*300 مم كروم,سانيتاري واير,3471,كروم,شركة الجودة vip,كسكاس دوش,49,150,150,مربع,4,0,0
AASB31086,حاملة فرشاة أسنان كروم,بن أمور,B.AMOR-CA,كروم,مصنع خلاطات و أكسسوارات الصين,اكسسوارات,20,60,60,دائري,4,0,0
AASB31087,صابونية كروم,بن أمور,B.AMOR-CA,كروم,مصنع خلاطات و أكسسوارات الصين,اكسسوارات,15,50,50,دائري,4,0,0
ME11095,خلاط حوض المطبخ شلال شجرة رصاصي,MSLiNO,MS1005B-GGY,رصاصي,مسوق سفيان بن فايد,خلاط حوض المطبخ شجرة,315,520,520,دائري,4,0,0
ME11096,خلاط حوض المطبخ شلال شجرة كروم,MSLiNO,MS1005B-CP,كروم,مسوق سفيان بن فايد,خلاط حوض المطبخ شجرة,315,520,520,دائري,4,0,0
AASB31106,موزع صابون كروم,ليمكس,208,كروم,شركة اعمار الجديد,اكسسوارات,75,160,155,حائطي,4,0,0
PS21107,علاقة مناشف زوجية كروم متحركة ,ليمكس,2690,كروم,شركة اعمار الجديد,علاقة مناشف,62.5,150,140,معلق,4,0,0
SA11115,طقم اكسسوار كروم,ليسو,FL0400,كروم,دار الخزف للمواد الصحية (11 يونيو),طقم اكسسوارات,190,350,340,مربع,4,0,0
AASB31129,رف زاوية زوجي ذهبي ,ليسو,WL81,ذهبي,دار الخزف للمواد الصحية (11 يونيو),اكسسوارات,145,220,200,زوجي,4,0,0
SA11134,طقم اكسسوار كروم,ليسو,710,كروم,دار الخزف للمواد الصحية (11 يونيو),طقم اكسسوارات,155,350,320,دائري,4,0,0
SA11135,طقم اكسسوار كروم,ليسو,662,كروم,دار الخزف للمواد الصحية (11 يونيو),طقم اكسسوارات,245,380,350,مربع,4,0,0
ML10001,خلاط حوض وجه كروم ,توريما,MERIDA,كروم,  شركة أجياد ليبيا ,خلاط حوض وجه,490,700,700,,3,2,0
ML10038,خلاط حوض وجه مزخرف طويل كروم,سانيتاري واير,,كروم,تولين للبضائع الأوروبية,خلاط حوض وجه,188,350,231.6,طويل,3,2,0
ARSB80078,شطاف ظغط مربع مع طوبو أسود,ميبت,MAYA,أسود,شركة لمسات البناء,شطاف,43,75,60,مربع,0,5,0
MA20006,خلاط حوض المطبخ سحاب كروم,يولي,,كروم,شركة لمسات البناء,خلاط حوض المطبخ سحاب,210,330,260,,0,5,0
MDE50040,خلاط دوش مدفون كروم,فرامو,SM207CR,كروم,شركة الركن الجديد,خلاط دوش مدفون,255,400,390,,2,3,0
ARSB80096,مصب دوش بدون تحويلة كروم,فورتميكس,KING M1233,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,مصب دوش,85,130,110,,0,5,0
ARSB80099,مصب دوش مع تحويلة ذهبي,بريمكس,J005G,ذهبي,شركة لمسات البناء,مصب دوش,88,140,115,,1,4,0
ARSB80110,قصبة دوش 35 سم كروم,فينوس,,كروم,شركة لمسات البناء,قصبة دوش,32,75,55,,0,5,0
ARSB80116,مصب دوش مع تحويلة كروم,فينوس,CALVIN D1S,كروم,مجموعة العربي,مصب دوش,112,165,145,,0,5,0
VS10188,حوض وجه معلق -60 سم,تركواز سيراستايل,DURU,أبيض,شركة الصداقة,حوض وجه معلق,339.5,480,300,مربع,0,5,0
VS10191,حوض وجه معلق -80 سم,تركواز سيراستايل,FRAME,أبيض,شركة الصداقة,حوض وجه معلق,405,650,650,مربع,3,2,0
VP20215,حوض وجه فوق الرخام أبيض -50سم ,ب.أمور,8278,أبيض,South Villa,حوض فوق الرخام,130,225,160,مربع,4,1,0
EL10243,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*46 كروم,ليسو,,كروم,دار الخزف للمواد الصحية (11 يونيو),حوض مطبخ ستانلس ستيل,465,700,700,فردي,1,4,0
EG30257,حوض مطبخ جرانيت أبيض محبب  80*50 ,سانيبال,فلورا,أبيض,مجموعة الخليج,حوض مطبخ جرانيت,350,530,530,فردي,5,0,0
MC10269,مجرى 33 سم *7 سم كروم,فيها,,كروم,شركة المضمونة للبناء,مجرى,53.8,85,70,مستطيل,5,0,0
ALVM50283,رأس سيفوني 1 ''1/4  ''5 كروم,فينوس,,كروم,شركة لمسات البناء,رأس سيفوني,49,80,65,دائري,0,5,0
ARSB80318,مخرج شطاف ذهبي,بريمكس,J013G,ذهبي,شركة لمسات البناء,مخرج شطاف,34,75,50,مربع,0,5,0
ARSB80334,مخرج شطاف مع علاق كروم,فينوس,OEHS,كروم,شركة لمسات البناء,مخرج شطاف,42.68,60,54,دائري,0,5,0
ARSB80344,مخرج شطاف كروم,سانيتاري ويرز,1110,كروم,شركة المضمونة للبناء,مخرج شطاف,55,115,80,مربع,0,5,0
ARSB80349,مخرج شطاف كروم,سانيتاري ويرز,,كروم,شركة المضمونة للبناء,مخرج شطاف,25,60,45,دائري,0,5,0
ARSB80008,سماعة دوش مع طوبو ذهبي,سانيتاري ويرز,,ذهبي,شركة البهراء العالمية الحديثة,سماعة دوش,24.5,50,35,دائري,2,3,0
ARSB80365,سماعة دوش مع طوبو ذهبي,سلارنو,SS-07,ذهبي,شركة البهراء العالمية الحديثة,سماعة دوش,47,75,60,مربع,4,1,0
ARSB80366,سماعة دوش مع طوبو كروم,كوتالي,,كروم,شركة البهراء العالمية الحديثة,سماعة دوش,72,100,90,مربع,0,5,0
ARSB80376,سماعة دوش مع طوبو كروم,ليسو,,كروم,دار الخزف للمواد الصحية (11 يونيو),سماعة دوش,48,80,60,دائري,4,1,0
RO10472,حنفية ضغط ,فينوس,,كروم,شركة لمسات البناء,حنفية,88,125,115,دائري,0,5,0
MC10003,سرفنتينة 15 سم * 15 سم اسود,بيورا,FD-GB,أسود,شركة الركن الجديد,مجرى,80,110,100,مربع,4,1,0
ARSB80719,مصب دوش مع تحويلة ذهبي,سي أر سمارت,15.14.2,ذهبي,شركة أركان العمارة,مصب دوش,90,140,115,مربع,3,2,0
PE30022,زمالطو  2.5 كغ أسود لامع,دهانات المدينة مصراتة,,أسود لامع,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,44,50,47,,0,5,0
PE30025,زمالطو  2.5 كغ رصاصي لامع,دهانات المدينة مصراتة,,رصاصي لامع,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,44,50,47,,0,5,0
