id,proforma_id,product_code,product_name,qty,unit_price,line_total
b0c3641e-efae-09b4-fb90-65c1bd6a78f9,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20008,"كوع 25* 1/2"" سن داخلي",30,6.500,195.000
2ab47e67-777f-2427-ba33-3d41c9d17e18,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ARSB80214,"مسكر شطافة ""1/2"" * ""1/2 كروم",1,60.000,60.000
1fd454f7-5e8a-f760-196b-1892036541e7,b1c4b9bc-bb97-a670-854c-1acbc4a82361,PLSA0270,وردة كروم,1,5.000,5.000
dbae2792-b425-de3f-2d07-105f1d24e466,b1c4b9bc-bb97-a670-854c-1acbc4a82361,APCI40229,مطول 1/2 *10 سم كروم,1,6.000,6.000
affb33d3-5b70-0bd2-3cf0-bc9ce6cf6321,b1c4b9bc-bb97-a670-854c-1acbc4a82361,AETS20004,تفلون 19 مم * 15 متر * 0.20 مم,1,8.000,8.000
53789f89-9822-9af6-9c73-0c115b2d1f00,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ARSB80994,كسكاس دوش مربع 300*300 مم مع قصبة كروم,1,190.000,190.000
457f9faa-3065-12da-6059-2616bb4c7035,90cb4cc1-e32f-4570-9adc-40e677d75358,MDE50046,خلاط دوش مدفون كروم,3,450.000,1350.000
d775b4f5-587a-c872-c8e3-0d1d613ab35e,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ARSB80270,مصب دوش مع تحويلة كروم,1,140.000,140.000
6b919db3-be44-0a6d-ae62-f779c03baa38,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ARSB80004,مخرج شطاف كروم بالعلاقة,1,170.000,170.000
0e37bf1d-0ea8-1548-8e00-9264ae028f10,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ARSB80040,شطاف ظغط مربع مع طوبو كروم,1,240.000,240.000
718b981a-2238-b8e6-38d2-b67737666313,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ML10006,خلاط حوض وجه كروم,1,340.000,340.000
160c8f58-86ee-74c1-7757-6885541e8728,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ALVM50032,سيفون حوض الوجه كروم,1,120.000,120.000
